Account,As_of_date,Company,AU,Currency,Primary Account,Secondary Account,GL Balance,ihub balnce,Balance Difference,Match Status,Comments,Anomaly
1618001,11-08-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,627400.00,229000.00,-398400.00,Match,inconsistane variations,
1618001,22-08-2023,10001,1234,USD,All Other Loans,Principal,628800.00,229500.00,-399300.00,Break,consistannt increase or decrese,
1618001,02-09-2023,10001,1234,USD,All Other Loans,Principal,630200.00,230000.00,-400200.00,Match,normal,
1618001,13-09-2023,10001,1234,USD,All Other Loans,Defferred Costs,631600.00,230500.00,-401100.00,Break,huge spike,
1618001,24-09-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,633000.00,231000.00,-402000.00,Match,inline with previous balance,
1618001,05-10-2023,10001,1234,USD,All Other Loans,Principal,634400.00,231500.00,-402900.00,Break,inconsistane variations,
1618001,16-10-2023,10001,1234,USD,All Other Loans,Principal,635800.00,232000.00,-403800.00,Match,consistannt increase or decrese,
1618001,27-10-2023,10001,1234,USD,All Other Loans,Defferred Costs,637200.00,232500.00,-404700.00,Break,normal,
1618001,07-11-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,638600.00,233000.00,-405600.00,Match,huge spike,
1618001,18-11-2023,10001,1234,USD,All Other Loans,Principal,640000.00,233500.00,-406500.00,Break,inline with previous balance,
1618001,29-11-2023,10001,1234,USD,All Other Loans,Principal,641400.00,234000.00,-407400.00,Match,inconsistane variations,
1618001,10-12-2023,10001,1234,USD,All Other Loans,Defferred Costs,642800.00,234500.00,-408300.00,Break,consistannt increase or decrese,
1618001,21-12-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,644200.00,235000.00,-409200.00,Match,normal,
1618001,01-01-2024,10001,1234,USD,All Other Loans,Principal,645600.00,235500.00,-410100.00,Break,huge spike,
1618001,12-01-2024,10001,1234,USD,All Other Loans,Principal,647000.00,236000.00,-411000.00,Match,inline with previous balance,
1618001,23-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,648400.00,236500.00,-411900.00,Break,inconsistane variations,
1618001,03-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,649800.00,237000.00,-412800.00,Match,consistannt increase or decrese,
1618001,14-02-2024,10001,1234,USD,All Other Loans,Principal,651200.00,237500.00,-413700.00,Break,normal,
1618001,25-02-2024,10001,1234,USD,All Other Loans,Principal,652600.00,238000.00,-414600.00,Match,huge spike,
1618001,07-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,654000.00,238500.00,-415500.00,Break,inline with previous balance,
1618001,18-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,655400.00,239000.00,-416400.00,Match,inconsistane variations,
1618001,29-03-2024,10001,1234,USD,All Other Loans,Principal,656800.00,239500.00,-417300.00,Break,consistannt increase or decrese,
1618001,09-04-2024,10001,1234,USD,All Other Loans,Principal,658200.00,240000.00,-418200.00,Match,normal,
1618001,20-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,659600.00,240500.00,-419100.00,Break,huge spike,
1618001,01-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,661000.00,241000.00,-420000.00,Match,inline with previous balance,
1618001,12-05-2024,10001,1234,USD,All Other Loans,Principal,662400.00,241500.00,-420900.00,Break,inconsistane variations,
1618001,23-05-2024,10001,1234,USD,All Other Loans,Principal,663800.00,242000.00,-421800.00,Match,consistannt increase or decrese,
1618001,03-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,665200.00,242500.00,-422700.00,Break,normal,
1618001,14-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,666600.00,243000.00,-423600.00,Match,huge spike,
1618001,25-06-2024,10001,1234,USD,All Other Loans,Principal,668000.00,243500.00,-424500.00,Break,inline with previous balance,
1618001,06-07-2024,10001,1234,USD,All Other Loans,Principal,669400.00,244000.00,-425400.00,Match,inconsistane variations,
1618001,17-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,670800.00,244500.00,-426300.00,Break,consistannt increase or decrese,
1618001,28-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,672200.00,245000.00,-427200.00,Match,normal,
1618001,08-08-2024,10001,1234,USD,All Other Loans,Principal,673600.00,245500.00,-428100.00,Break,huge spike,
1618001,19-08-2024,10001,1234,USD,All Other Loans,Principal,675000.00,246000.00,-429000.00,Match,inline with previous balance,
1618001,30-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,676400.00,246500.00,-429900.00,Break,inconsistane variations,
1618001,10-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,677800.00,247000.00,-430800.00,Match,consistannt increase or decrese,
1618001,21-09-2024,10001,1234,USD,All Other Loans,Principal,679200.00,247500.00,-431700.00,Break,normal,
1618001,02-10-2024,10001,1234,USD,All Other Loans,Principal,680600.00,248000.00,-432600.00,Match,huge spike,
1618001,13-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,682000.00,248500.00,-433500.00,Break,inline with previous balance,
1618001,24-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,683400.00,249000.00,-434400.00,Match,inconsistane variations,
1618001,04-11-2024,10001,1234,USD,All Other Loans,Principal,684800.00,249500.00,-435300.00,Break,consistannt increase or decrese,
1618001,15-11-2024,10001,1234,USD,All Other Loans,Principal,686200.00,250000.00,-436200.00,Match,normal,
1618001,26-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,687600.00,250500.00,-437100.00,Break,huge spike,
1618001,07-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,689000.00,251000.00,-438000.00,Match,inline with previous balance,
1618001,18-12-2024,10001,1234,USD,All Other Loans,Principal,690400.00,251500.00,-438900.00,Break,inconsistane variations,
1618001,29-12-2024,10001,1234,USD,All Other Loans,Principal,691800.00,252000.00,-439800.00,Match,consistannt increase or decrese,
1618001,09-01-2025,10001,1234,USD,All Other Loans,Defferred Costs,693200.00,252500.00,-440700.00,Break,normal,
1618001,20-01-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,694600.00,253000.00,-441600.00,Match,huge spike,
1618001,31-01-2025,10001,1234,USD,All Other Loans,Principal,696000.00,253500.00,-442500.00,Break,inline with previous balance,
1618001,11-02-2025,10001,1234,USD,All Other Loans,Principal,697400.00,254000.00,-443400.00,Match,inconsistane variations,
1618001,22-02-2025,10001,1234,USD,All Other Loans,Defferred Costs,698800.00,254500.00,-444300.00,Break,consistannt increase or decrese,
1618001,05-03-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,700200.00,255000.00,-445200.00,Match,normal,
1618001,16-03-2025,10001,1234,USD,All Other Loans,Principal,701600.00,255500.00,-446100.00,Break,huge spike,
1618001,27-03-2025,10001,1234,USD,All Other Loans,Principal,703000.00,256000.00,-447000.00,Match,inline with previous balance,
1618001,07-04-2025,10001,1234,USD,All Other Loans,Defferred Costs,704400.00,256500.00,-447900.00,Break,inconsistane variations,
1618001,18-04-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,705800.00,257000.00,-448800.00,Match,consistannt increase or decrese,
1618001,29-04-2025,10001,1234,USD,All Other Loans,Principal,707200.00,257500.00,-449700.00,Break,normal,
1618001,10-05-2025,10001,1234,USD,All Other Loans,Principal,708600.00,258000.00,-450600.00,Match,huge spike,
1618001,21-05-2025,10001,1234,USD,All Other Loans,Defferred Costs,710000.00,258500.00,-451500.00,Break,inline with previous balance,
1618001,01-06-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,711400.00,259000.00,-452400.00,Match,inconsistane variations,
1618001,12-06-2025,10001,1234,USD,All Other Loans,Principal,712800.00,259500.00,-453300.00,Break,consistannt increase or decrese,
1618001,23-06-2025,10001,1234,USD,All Other Loans,Principal,714200.00,260000.00,-454200.00,Match,normal,
1618001,04-07-2025,10001,1234,USD,All Other Loans,Defferred Costs,715600.00,260500.00,-455100.00,Break,huge spike,
1618001,15-07-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,717000.00,261000.00,-456000.00,Match,inline with previous balance,
1618001,26-07-2025,10001,1234,USD,All Other Loans,Principal,718400.00,261500.00,-456900.00,Break,inconsistane variations,
1618001,06-08-2025,10001,1234,USD,All Other Loans,Principal,719800.00,262000.00,-457800.00,Match,consistannt increase or decrese,
1618001,17-08-2025,10001,1234,USD,All Other Loans,Defferred Costs,721200.00,262500.00,-458700.00,Break,normal,
1618001,28-08-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,722600.00,263000.00,-459600.00,Match,huge spike,
1618001,08-09-2025,10001,1234,USD,All Other Loans,Principal,724000.00,263500.00,-460500.00,Break,inline with previous balance,
1618001,19-09-2025,10001,1234,USD,All Other Loans,Principal,725400.00,264000.00,-461400.00,Match,inconsistane variations,
1618001,30-09-2025,10001,1234,USD,All Other Loans,Defferred Costs,726800.00,264500.00,-462300.00,Break,consistannt increase or decrese,
1618001,11-10-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,728200.00,265000.00,-463200.00,Match,normal,
1618001,22-10-2025,10001,1234,USD,All Other Loans,Principal,729600.00,265500.00,-464100.00,Break,huge spike,
1618001,02-11-2025,10001,1234,USD,All Other Loans,Principal,731000.00,266000.00,-465000.00,Match,inline with previous balance,
1618001,13-11-2025,10001,1234,USD,All Other Loans,Defferred Costs,732400.00,266500.00,-465900.00,Break,inconsistane variations,
1618001,24-11-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,733800.00,267000.00,-466800.00,Match,consistannt increase or decrese,
1618001,05-12-2025,10001,1234,USD,All Other Loans,Principal,735200.00,267500.00,-467700.00,Break,normal,
1618001,16-12-2025,10001,1234,USD,All Other Loans,Principal,736600.00,268000.00,-468600.00,Match,huge spike,
1618001,27-12-2025,10001,1234,USD,All Other Loans,Defferred Costs,738000.00,268500.00,-469500.00,Break,inline with previous balance,
1618001,07-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,739400.00,269000.00,-470400.00,Match,inconsistane variations,
1618001,18-01-2024,10001,1234,USD,All Other Loans,Principal,740800.00,269500.00,-471300.00,Break,consistannt increase or decrese,
1618001,29-01-2024,10001,1234,USD,All Other Loans,Principal,742200.00,270000.00,-472200.00,Match,normal,
1618001,09-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,743600.00,270500.00,-473100.00,Break,huge spike,
1618001,20-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,745000.00,271000.00,-474000.00,Match,inline with previous balance,
1618001,03-03-2024,10001,1234,USD,All Other Loans,Principal,746400.00,271500.00,-474900.00,Break,inconsistane variations,
1618001,14-03-2024,10001,1234,USD,All Other Loans,Principal,747800.00,272000.00,-475800.00,Match,consistannt increase or decrese,
1618001,25-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,749200.00,272500.00,-476700.00,Break,normal,
1618001,05-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,750600.00,273000.00,-477600.00,Match,huge spike,
1619205,16-04-2019,10001,1234,USD,All Other Loans,Principal,752000.00,273500.00,-478500.00,Break,inline with previous balance,
1619205,27-04-2019,10001,1234,USD,All Other Loans,Principal,753400.00,274000.00,-479400.00,Match,inconsistane variations,
1619205,08-05-2019,10001,1234,USD,All Other Loans,Defferred Costs,754800.00,274500.00,-480300.00,Break,consistannt increase or decrese,
1619205,19-05-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,756200.00,275000.00,-481200.00,Match,normal,
1619205,30-05-2019,10001,1234,USD,All Other Loans,Principal,757600.00,275500.00,-482100.00,Break,huge spike,
1619205,10-06-2019,10001,1234,USD,All Other Loans,Principal,759000.00,276000.00,-483000.00,Match,inline with previous balance,
1619205,21-06-2019,10001,1234,USD,All Other Loans,Defferred Costs,760400.00,276500.00,-483900.00,Break,inconsistane variations,
1619205,02-07-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,761800.00,277000.00,-484800.00,Match,consistannt increase or decrese,
1619205,13-07-2019,10001,1234,USD,All Other Loans,Principal,763200.00,277500.00,-485700.00,Break,normal,
1619205,24-07-2019,10001,1234,USD,All Other Loans,Principal,764600.00,278000.00,-486600.00,Match,huge spike,
1619205,04-08-2019,10001,1234,USD,All Other Loans,Defferred Costs,766000.00,278500.00,-487500.00,Break,inline with previous balance,
1619205,15-08-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,767400.00,279000.00,-488400.00,Match,inconsistane variations,
1619205,26-08-2019,10001,1234,USD,All Other Loans,Principal,768800.00,279500.00,-489300.00,Break,consistannt increase or decrese,
1619205,06-09-2019,10001,1234,USD,All Other Loans,Principal,770200.00,280000.00,-490200.00,Match,normal,
1619205,17-09-2019,10001,1234,USD,All Other Loans,Defferred Costs,771600.00,280500.00,-491100.00,Break,huge spike,
1619205,28-09-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,773000.00,281000.00,-492000.00,Match,inline with previous balance,
1619205,09-10-2019,10001,1234,USD,All Other Loans,Principal,774400.00,281500.00,-492900.00,Break,inconsistane variations,
1619205,20-10-2019,10001,1234,USD,All Other Loans,Principal,775800.00,282000.00,-493800.00,Match,consistannt increase or decrese,
1619205,31-10-2019,10001,1234,USD,All Other Loans,Defferred Costs,777200.00,282500.00,-494700.00,Break,normal,
1619205,11-11-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,778600.00,283000.00,-495600.00,Match,huge spike,
1619205,22-11-2019,10001,1234,USD,All Other Loans,Principal,780000.00,283500.00,-496500.00,Break,inline with previous balance,
1619205,03-12-2019,10001,1234,USD,All Other Loans,Principal,781400.00,284000.00,-497400.00,Match,inconsistane variations,
1619205,14-12-2019,10001,1234,USD,All Other Loans,Defferred Costs,782800.00,284500.00,-498300.00,Break,consistannt increase or decrese,
1619205,25-12-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,784200.00,285000.00,-499200.00,Match,normal,
1619205,05-01-2020,10001,1234,USD,All Other Loans,Principal,785600.00,285500.00,-500100.00,Break,huge spike,
1619205,16-01-2020,10001,1234,USD,All Other Loans,Principal,787000.00,286000.00,-501000.00,Match,inline with previous balance,
1619205,27-01-2020,10001,1234,USD,All Other Loans,Defferred Costs,788400.00,286500.00,-501900.00,Break,inconsistane variations,
1619205,07-02-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,789800.00,287000.00,-502800.00,Match,consistannt increase or decrese,
1619205,18-02-2020,10001,1234,USD,All Other Loans,Principal,791200.00,287500.00,-503700.00,Break,normal,
1619205,29-02-2020,10001,1234,USD,All Other Loans,Principal,792600.00,288000.00,-504600.00,Match,huge spike,
1619205,11-03-2020,10001,1234,USD,All Other Loans,Defferred Costs,794000.00,288500.00,-505500.00,Break,inline with previous balance,
1619205,22-03-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,795400.00,289000.00,-506400.00,Match,inconsistane variations,
1619205,02-04-2020,10001,1234,USD,All Other Loans,Principal,796800.00,289500.00,-507300.00,Break,consistannt increase or decrese,
1619205,13-04-2020,10001,1234,USD,All Other Loans,Principal,798200.00,290000.00,-508200.00,Match,normal,
1619205,24-04-2020,10001,1234,USD,All Other Loans,Defferred Costs,799600.00,290500.00,-509100.00,Break,huge spike,
1619205,05-05-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,801000.00,291000.00,-510000.00,Match,inline with previous balance,
1619205,16-05-2020,10001,1234,USD,All Other Loans,Principal,802400.00,291500.00,-510900.00,Break,inconsistane variations,
1619205,27-05-2020,10001,1234,USD,All Other Loans,Principal,803800.00,292000.00,-511800.00,Match,consistannt increase or decrese,
1619205,07-06-2020,10001,1234,USD,All Other Loans,Defferred Costs,805200.00,292500.00,-512700.00,Break,normal,
1619205,18-06-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,806600.00,293000.00,-513600.00,Match,huge spike,
1619205,29-06-2020,10001,1234,USD,All Other Loans,Principal,808000.00,293500.00,-514500.00,Break,inline with previous balance,
1619205,10-07-2020,10001,1234,USD,All Other Loans,Principal,809400.00,294000.00,-515400.00,Match,inconsistane variations,
1619205,21-07-2020,10001,1234,USD,All Other Loans,Defferred Costs,810800.00,294500.00,-516300.00,Break,consistannt increase or decrese,
1619205,01-08-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,812200.00,295000.00,-517200.00,Match,normal,
1619205,12-08-2020,10001,1234,USD,All Other Loans,Principal,813600.00,295500.00,-518100.00,Break,huge spike,
1619205,23-08-2020,10001,1234,USD,All Other Loans,Principal,815000.00,296000.00,-519000.00,Match,inline with previous balance,
1619205,03-09-2020,10001,1234,USD,All Other Loans,Defferred Costs,816400.00,296500.00,-519900.00,Break,inconsistane variations,
1619205,14-09-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,817800.00,297000.00,-520800.00,Match,consistannt increase or decrese,
1619205,25-09-2020,10001,1234,USD,All Other Loans,Principal,819200.00,297500.00,-521700.00,Break,normal,
1619205,06-10-2020,10001,1234,USD,All Other Loans,Principal,820600.00,298000.00,-522600.00,Match,huge spike,
1619205,17-10-2020,10001,1234,USD,All Other Loans,Defferred Costs,822000.00,298500.00,-523500.00,Break,inline with previous balance,
1619205,28-10-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,823400.00,299000.00,-524400.00,Match,inconsistane variations,
1619205,08-11-2020,10001,1234,USD,All Other Loans,Principal,824800.00,299500.00,-525300.00,Break,consistannt increase or decrese,
1619205,19-11-2020,10001,1234,USD,All Other Loans,Principal,826200.00,300000.00,-526200.00,Match,normal,
1619205,30-11-2020,10001,1234,USD,All Other Loans,Defferred Costs,827600.00,300500.00,-527100.00,Break,huge spike,
1619205,11-12-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,829000.00,301000.00,-528000.00,Match,inline with previous balance,
1619205,22-12-2020,10001,1234,USD,All Other Loans,Principal,830400.00,301500.00,-528900.00,Break,inconsistane variations,
1619205,02-01-2021,10001,1234,USD,All Other Loans,Principal,831800.00,302000.00,-529800.00,Match,consistannt increase or decrese,
1619205,13-01-2021,10001,1234,USD,All Other Loans,Defferred Costs,833200.00,302500.00,-530700.00,Break,normal,
1619205,24-01-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,834600.00,303000.00,-531600.00,Match,huge spike,
1619205,04-02-2021,10001,1234,USD,All Other Loans,Principal,836000.00,303500.00,-532500.00,Break,inline with previous balance,
1619205,15-02-2021,10001,1234,USD,All Other Loans,Principal,837400.00,304000.00,-533400.00,Match,inconsistane variations,
1619205,26-02-2021,10001,1234,USD,All Other Loans,Defferred Costs,838800.00,304500.00,-534300.00,Break,consistannt increase or decrese,
1619205,09-03-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,840200.00,305000.00,-535200.00,Match,normal,
1619205,20-03-2021,10001,1234,USD,All Other Loans,Principal,841600.00,305500.00,-536100.00,Break,huge spike,
1619205,31-03-2021,10001,1234,USD,All Other Loans,Principal,843000.00,306000.00,-537000.00,Match,inline with previous balance,
1619205,11-04-2021,10001,1234,USD,All Other Loans,Defferred Costs,844400.00,306500.00,-537900.00,Break,inconsistane variations,
1619205,22-04-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,845800.00,307000.00,-538800.00,Match,consistannt increase or decrese,
1619205,03-05-2021,10001,1234,USD,All Other Loans,Principal,847200.00,307500.00,-539700.00,Break,normal,
1619205,14-05-2021,10001,1234,USD,All Other Loans,Principal,848600.00,308000.00,-540600.00,Match,huge spike,
1619205,25-05-2021,10001,1234,USD,All Other Loans,Defferred Costs,850000.00,308500.00,-541500.00,Break,inline with previous balance,
1619205,05-06-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,851400.00,309000.00,-542400.00,Match,inconsistane variations,
1619205,16-06-2021,10001,1234,USD,All Other Loans,Principal,852800.00,309500.00,-543300.00,Break,consistannt increase or decrese,
1619205,27-06-2021,10001,1234,USD,All Other Loans,Principal,854200.00,310000.00,-544200.00,Match,normal,
1619205,08-07-2021,10001,1234,USD,All Other Loans,Defferred Costs,855600.00,310500.00,-545100.00,Break,huge spike,
1619205,19-07-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,857000.00,311000.00,-546000.00,Match,inline with previous balance,
1619205,30-07-2021,10001,1234,USD,All Other Loans,Principal,858400.00,311500.00,-546900.00,Break,inconsistane variations,
1619205,10-08-2021,10001,1234,USD,All Other Loans,Principal,859800.00,312000.00,-547800.00,Match,consistannt increase or decrese,
1619205,21-08-2021,10001,1234,USD,All Other Loans,Defferred Costs,861200.00,312500.00,-548700.00,Break,normal,
1619205,01-09-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,862600.00,313000.00,-549600.00,Match,huge spike,
1619205,12-09-2021,10001,1234,USD,All Other Loans,Principal,864000.00,313500.00,-550500.00,Break,inline with previous balance,
1619205,23-09-2021,10001,1234,USD,All Other Loans,Principal,865400.00,314000.00,-551400.00,Match,inconsistane variations,
1619205,04-10-2021,10001,1234,USD,All Other Loans,Defferred Costs,866800.00,314500.00,-552300.00,Break,consistannt increase or decrese,
1619205,15-10-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,868200.00,315000.00,-553200.00,Match,normal,
1619205,26-10-2021,10001,1234,USD,All Other Loans,Principal,869600.00,315500.00,-554100.00,Break,huge spike,
1619205,06-11-2021,10001,1234,USD,All Other Loans,Principal,871000.00,316000.00,-555000.00,Match,inline with previous balance,
1619205,17-11-2021,10001,1234,USD,All Other Loans,Defferred Costs,872400.00,316500.00,-555900.00,Break,inconsistane variations,
1619205,28-11-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,873800.00,317000.00,-556800.00,Match,consistannt increase or decrese,
1619205,09-12-2021,10001,1234,USD,All Other Loans,Principal,875200.00,317500.00,-557700.00,Break,normal,
1619205,20-12-2021,10001,1234,USD,All Other Loans,Principal,876600.00,318000.00,-558600.00,Match,huge spike,
1619205,31-12-2021,10001,1234,USD,All Other Loans,Defferred Costs,878000.00,318500.00,-559500.00,Break,inline with previous balance,
1619205,11-01-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,879400.00,319000.00,-560400.00,Match,inconsistane variations,
1619205,22-01-2022,10001,1234,USD,All Other Loans,Principal,880800.00,319500.00,-561300.00,Break,consistannt increase or decrese,
1619205,02-02-2022,10001,1234,USD,All Other Loans,Principal,882200.00,320000.00,-562200.00,Match,normal,
1619205,13-02-2022,10001,1234,USD,All Other Loans,Defferred Costs,883600.00,320240.00,-563360.00,Break,huge spike,
1619205,24-02-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,885000.00,321000.00,-564000.00,Match,inline with previous balance,
1619205,07-03-2022,10001,1234,USD,All Other Loans,Principal,886400.00,321500.00,-564900.00,Break,inconsistane variations,
1619205,18-03-2022,10001,1234,USD,All Other Loans,Principal,887800.00,322000.00,-565800.00,Match,consistannt increase or decrese,
1619205,29-03-2022,10001,1234,USD,All Other Loans,Defferred Costs,889200.00,322500.00,-566700.00,Break,normal,
1619205,09-04-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,890600.00,323000.00,-567600.00,Match,huge spike,
1619205,20-04-2022,10001,1234,USD,All Other Loans,Principal,892000.00,323500.00,-568500.00,Break,inline with previous balance,
1619205,01-05-2022,10001,1234,USD,All Other Loans,Principal,893400.00,324000.00,-569400.00,Match,inconsistane variations,
1619205,12-05-2022,10001,1234,USD,All Other Loans,Defferred Costs,894800.00,324500.00,-570300.00,Break,consistannt increase or decrese,
1619205,23-05-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,896200.00,325000.00,-571200.00,Match,normal,
1619205,03-06-2022,10001,1234,USD,All Other Loans,Principal,897600.00,325500.00,-572100.00,Break,huge spike,
1619205,14-06-2022,10001,1234,USD,All Other Loans,Principal,899000.00,326000.00,-573000.00,Match,inline with previous balance,
1619205,25-06-2022,10001,1234,USD,All Other Loans,Defferred Costs,900400.00,326500.00,-573900.00,Break,inconsistane variations,
1619205,06-07-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,901800.00,327000.00,-574800.00,Match,consistannt increase or decrese,
1619205,17-07-2022,10001,1234,USD,All Other Loans,Principal,903200.00,327500.00,-575700.00,Break,normal,
1619205,28-07-2022,10001,1234,USD,All Other Loans,Principal,904600.00,328000.00,-576600.00,Match,huge spike,
1619205,08-08-2022,10001,1234,USD,All Other Loans,Defferred Costs,906000.00,328500.00,-577500.00,Break,inline with previous balance,
1619205,19-08-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,907400.00,329000.00,-578400.00,Match,inconsistane variations,
1619205,30-08-2022,10001,1234,USD,All Other Loans,Principal,908800.00,329500.00,-579300.00,Break,consistannt increase or decrese,
1619205,10-09-2022,10001,1234,USD,All Other Loans,Principal,910200.00,330000.00,-580200.00,Match,normal,
1619205,21-09-2022,10001,1234,USD,All Other Loans,Defferred Costs,911600.00,330500.00,-581100.00,Break,huge spike,
1619205,02-10-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,913000.00,331000.00,-582000.00,Match,inline with previous balance,
1619205,13-10-2022,10001,1234,USD,All Other Loans,Principal,914400.00,331500.00,-582900.00,Break,inconsistane variations,
1619205,24-10-2022,10001,1234,USD,All Other Loans,Principal,915800.00,332000.00,-583800.00,Match,consistannt increase or decrese,
1619205,04-11-2022,10001,1234,USD,All Other Loans,Defferred Costs,917200.00,332500.00,-584700.00,Break,normal,
1619205,15-11-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,918600.00,333000.00,-585600.00,Match,huge spike,
1619205,26-11-2022,10001,1234,USD,All Other Loans,Principal,920000.00,333500.00,-586500.00,Break,inline with previous balance,
1619205,07-12-2022,10001,1234,USD,All Other Loans,Principal,921400.00,334000.00,-587400.00,Match,inconsistane variations,
1619205,18-12-2022,10001,1234,USD,All Other Loans,Defferred Costs,922800.00,334500.00,-588300.00,Break,consistannt increase or decrese,
1619205,29-12-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,924200.00,335000.00,-589200.00,Match,normal,
1619205,09-01-2023,10001,1234,USD,All Other Loans,Principal,925600.00,335500.00,-590100.00,Break,huge spike,
1619205,20-01-2023,10001,1234,USD,All Other Loans,Principal,927000.00,336000.00,-591000.00,Match,inline with previous balance,
1619205,31-01-2023,10001,1234,USD,All Other Loans,Defferred Costs,928400.00,336500.00,-591900.00,Break,inconsistane variations,
1619205,11-02-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,929800.00,337000.00,-592800.00,Match,consistannt increase or decrese,
1619205,22-02-2023,10001,1234,USD,All Other Loans,Principal,931200.00,337500.00,-593700.00,Break,normal,
1619205,05-03-2023,10001,1234,USD,All Other Loans,Principal,932600.00,338000.00,-594600.00,Match,huge spike,
1619205,16-03-2023,10001,1234,USD,All Other Loans,Defferred Costs,934000.00,338500.00,-595500.00,Break,inline with previous balance,
1619205,27-03-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,935400.00,339000.00,-596400.00,Match,inconsistane variations,
1619205,07-04-2023,10001,1234,USD,All Other Loans,Principal,936800.00,339500.00,-597300.00,Break,consistannt increase or decrese,
1619205,18-04-2023,10001,1234,USD,All Other Loans,Principal,938200.00,340000.00,-598200.00,Match,normal,
1619205,29-04-2023,10001,1234,USD,All Other Loans,Defferred Costs,939600.00,340500.00,-599100.00,Break,huge spike,
1619205,10-05-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,941000.00,341000.00,-600000.00,Match,inline with previous balance,
1619205,21-05-2023,10001,1234,USD,All Other Loans,Principal,942400.00,341500.00,-600900.00,Break,inconsistane variations,
1619205,01-06-2023,10001,1234,USD,All Other Loans,Principal,943800.00,342000.00,-601800.00,Match,consistannt increase or decrese,
1619205,12-06-2023,10001,1234,USD,All Other Loans,Defferred Costs,945200.00,342500.00,-602700.00,Break,normal,
1619205,23-06-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,946600.00,343000.00,-603600.00,Match,huge spike,
1619205,04-07-2023,10001,1234,USD,All Other Loans,Principal,948000.00,343500.00,-604500.00,Break,inline with previous balance,
